1570	Saturday, February 22, 2014	2	9	20	29	45	48
1569	Wednesday, February 19, 2014	7	10	22	23	38	49
1568	Saturday, February 15, 2014	10	13	17	32	33	34
1567	Wednesday, February 12, 2014	9	17	19	22	24	29
1566	Saturday, February 08, 2014	4	19	24	40	48	49
1565	Wednesday, February 05, 2014	13	19	22	33	35	37
1564	Saturday, February 01, 2014	8	15	18	38	39	45
1563	Wednesday, January 29, 2014	11	19	22	30	35	45
1562	Saturday, January 25, 2014	1	12	19	25	28	37
1561	Wednesday, January 22, 2014	3	4	15	29	31	46
1560	Saturday, January 18, 2014	3	8	17	21	32	37
1559	Wednesday, January 15, 2014	3	4	10	15	48	49
1558	Saturday, January 11, 2014	11	13	23	24	31	42
1557	Wednesday, January 08, 2014	15	30	36	42	44	49
1556	Saturday, January 04, 2014	13	34	36	38	39	42
1555	Wednesday, January 01, 2014	7	8	13	28	31	47
1554	Saturday, December 28, 2013	6	9	11	12	28	34
1553	Wednesday, December 25, 2013	1	22	26	27	28	31
1552	Saturday, December 21, 2013	12	15	16	19	37	43
1551	Wednesday, December 18, 2013	10	15	21	22	36	40
1550	Saturday, December 14, 2013	13	15	16	23	34	38
1549	Wednesday, December 11, 2013	1	6	12	13	28	33
1548	Saturday, December 07, 2013	1	4	28	29	46	48
1547	Wednesday, December 04, 2013	7	26	29	30	37	42
1546	Saturday, November 30, 2013	3	10	19	20	27	46
1545	Wednesday, November 27, 2013	2	3	5	15	34	46
1544	Saturday, November 23, 2013	3	4	13	16	19	20
1543	Wednesday, November 20, 2013	4	7	9	10	12	36
1542	Saturday, November 16, 2013	5	14	16	26	27	30
1541	Wednesday, November 13, 2013	16	17	19	29	33	35
1540	Saturday, November 09, 2013	3	6	11	19	28	31
1539	Wednesday, November 06, 2013	7	10	18	26	27	30
1538	Saturday, November 02, 2013	1	8	9	10	32	43
1537	Wednesday, October 30, 2013	8	17	26	34	37	48
1536	Saturday, October 26, 2013	5	14	26	29	34	47
1535	Wednesday, October 23, 2013	5	14	19	30	34	45
1534	Saturday, October 19, 2013	6	10	18	41	44	49
1533	Wednesday, October 16, 2013	11	15	22	24	37	46
1532	Saturday, October 12, 2013	2	4	7	24	39	48
1531	Wednesday, October 09, 2013	15	29	30	37	41	47
1530	Saturday, October 05, 2013	1	8	11	19	30	49
1529	Wednesday, October 02, 2013	5	11	26	32	43	46
1528	Saturday, September 28, 2013	2	8	18	19	34	36
1527	Wednesday, September 25, 2013	4	15	16	18	38	41
1526	Saturday, September 21, 2013	3	28	30	32	36	39
1525	Wednesday, September 18, 2013	7	19	23	24	32	43
1524	Saturday, September 14, 2013	1	7	8	39	43	45
1523	Wednesday, September 11, 2013	15	16	18	20	36	48
1522	Saturday, September 07, 2013	2	5	9	15	22	45
1521	Wednesday, September 04, 2013	10	13	20	22	27	37
1520	Saturday, August 31, 2013	2	16	19	27	38	42
1519	Wednesday, August 28, 2013	3	6	12	18	19	25
1518	Saturday, August 24, 2013	11	20	24	29	39	47
1517	Wednesday, August 21, 2013	3	25	29	35	38	40
1516	Saturday, August 17, 2013	17	26	28	36	39	46
1515	Wednesday, August 14, 2013	8	9	13	15	24	29
1514	Saturday, August 10, 2013	4	11	20	23	26	39
1513	Wednesday, August 07, 2013	10	28	32	38	39	49
1512	Saturday, August 03, 2013	7	13	25	35	36	41
1511	Wednesday, July 31, 2013	2	15	16	25	45	47
1510	Saturday, July 27, 2013	2	4	10	15	20	40
1509	Wednesday, July 24, 2013	19	28	31	37	46	48
1508	Saturday, July 20, 2013	22	26	30	35	41	42
1507	Wednesday, July 17, 2013	1	14	25	31	33	45
1506	Saturday, July 13, 2013	7	16	21	41	42	46
1505	Wednesday, July 10, 2013	8	9	13	28	40	42
1504	Saturday, July 06, 2013	4	6	12	21	33	35
1503	Wednesday, July 03, 2013	12	19	33	34	36	48
1502	Saturday, June 29, 2013	5	8	13	26	29	30
1501	Wednesday, June 26, 2013	4	5	28	38	39	48
1500	Saturday, June 22, 2013	6	23	24	28	42	45
1499	Wednesday, June 19, 2013	3	6	14	25	26	43
1498	Saturday, June 15, 2013	16	19	29	30	44	45
1497	Wednesday, June 12, 2013	2	6	14	41	45	46
1496	Saturday, June 08, 2013	18	19	22	37	39	41
1495	Wednesday, June 05, 2013	14	18	21	27	43	44
1494	Saturday, June 01, 2013	13	18	25	30	38	44
1493	Wednesday, May 29, 2013	1	10	26	31	43	47
1492	Saturday, May 25, 2013	6	8	12	17	32	33
1491	Wednesday, May 22, 2013	6	18	29	30	36	48
1490	Saturday, May 18, 2013	2	11	29	30	37	43
1489	Wednesday, May 15, 2013	9	18	25	26	33	44
1488	Saturday, May 11, 2013	13	15	20	34	35	46
1487	Wednesday, May 08, 2013	20	25	27	37	39	47
1486	Saturday, May 04, 2013	17	23	31	35	38	45
1485	Wednesday, May 01, 2013	4	5	8	22	29	30
1484	Saturday, April 27, 2013	6	11	16	20	29	41
1483	Wednesday, April 24, 2013	3	17	25	26	30	32
1482	Saturday, April 20, 2013	2	6	27	38	41	43
1481	Wednesday, April 17, 2013	3	4	5	13	28	48
1480	Saturday, April 13, 2013	4	21	22	37	41	49
1479	Wednesday, April 10, 2013	4	7	25	35	38	48
1478	Saturday, April 06, 2013	2	8	15	22	23	27
1477	Wednesday, April 03, 2013	5	18	35	43	44	49
1476	Saturday, March 30, 2013	6	25	27	37	44	47
1475	Wednesday, March 27, 2013	6	13	21	41	42	46
1474	Saturday, March 23, 2013	14	24	40	43	44	48
1473	Wednesday, March 20, 2013	1	10	18	22	34	38
1472	Saturday, March 16, 2013	8	16	22	25	30	42
1471	Wednesday, March 13, 2013	15	17	24	33	34	37
1470	Saturday, March 09, 2013	16	24	29	30	32	41
1469	Wednesday, March 06, 2013	1	7	29	43	46	49
1468	Saturday, March 02, 2013	4	17	21	22	30	46
1467	Wednesday, February 27, 2013	14	19	21	30	37	38
1466	Saturday, February 23, 2013	3	8	11	16	42	48
1465	Wednesday, February 20, 2013	1	10	31	32	42	43
1464	Saturday, February 16, 2013	6	13	23	33	44	47
1463	Wednesday, February 13, 2013	19	23	25	29	41	48
1462	Saturday, February 09, 2013	3	6	8	22	28	33
1461	Wednesday, February 06, 2013	1	5	8	10	11	26
1460	Saturday, February 02, 2013	1	6	20	25	38	46
1459	Wednesday, January 30, 2013	10	15	19	30	42	48
1458	Saturday, January 26, 2013	11	21	29	30	43	45
1457	Wednesday, January 23, 2013	27	30	31	38	45	46
1456	Saturday, January 19, 2013	9	18	28	29	33	43
1455	Wednesday, January 16, 2013	9	22	32	37	38	43
1454	Saturday, January 12, 2013	8	13	25	32	44	46
1453	Wednesday, January 09, 2013	11	15	18	26	40	46
1452	Saturday, January 05, 2013	16	21	24	38	42	48
1451	Wednesday, January 02, 2013	1	17	32	42	46	49
1450	Saturday, December 29, 2012	3	8	21	38	44	47
1449	Wednesday, December 26, 2012	2	6	9	14	40	42
1448	Saturday, December 22, 2012	6	7	8	27	40	46
1447	Wednesday, December 19, 2012	7	18	34	43	45	47
1446	Saturday, December 15, 2012	2	9	14	23	38	41
1445	Wednesday, December 12, 2012	2	6	13	27	30	43
1444	Saturday, December 08, 2012	5	12	23	33	41	44
1443	Wednesday, December 05, 2012	9	16	30	43	44	48
1442	Saturday, December 01, 2012	3	4	6	11	22	49
1441	Wednesday, November 28, 2012	12	21	32	37	40	42
1440	Saturday, November 24, 2012	3	10	27	29	38	39
1439	Wednesday, November 21, 2012	21	24	25	32	36	46
1438	Saturday, November 17, 2012	15	18	23	40	46	48
1437	Wednesday, November 14, 2012	3	5	9	36	47	48
1436	Saturday, November 10, 2012	8	27	33	36	38	44
1435	Wednesday, November 07, 2012	1	3	7	19	26	30
1434	Saturday, November 03, 2012	2	5	8	18	22	47
1433	Wednesday, October 31, 2012	2	6	12	16	37	46
1432	Saturday, October 27, 2012	14	22	23	27	45	48
1431	Wednesday, October 24, 2012	19	29	32	35	42	45
1430	Saturday, October 20, 2012	1	4	8	14	28	43
1429	Wednesday, October 17, 2012	7	11	24	33	42	47
1428	Saturday, October 13, 2012	1	10	18	27	44	47
1427	Wednesday, October 10, 2012	2	8	21	23	34	35
1426	Saturday, October 06, 2012	8	20	25	32	42	48
1425	Wednesday, October 03, 2012	7	17	19	22	28	46
1424	Saturday, September 29, 2012	8	12	13	29	43	46
1423	Wednesday, September 26, 2012	4	6	26	31	39	41
1422	Saturday, September 22, 2012	1	8	14	32	37	45
1421	Wednesday, September 19, 2012	1	13	20	30	39	49
1420	Saturday, September 15, 2012	2	17	23	30	34	48
1419	Wednesday, September 12, 2012	1	3	14	20	22	32
1418	Saturday, September 08, 2012	2	4	11	12	16	26
1417	Wednesday, September 05, 2012	6	12	18	33	35	40
1416	Saturday, September 01, 2012	24	25	27	31	37	45
1415	Wednesday, August 29, 2012	7	8	9	29	31	46
1414	Saturday, August 25, 2012	1	5	7	14	17	19
1413	Wednesday, August 22, 2012	6	16	24	26	31	43
1412	Saturday, August 18, 2012	7	12	23	33	34	35
1411	Wednesday, August 15, 2012	1	7	20	38	40	43
1410	Saturday, August 11, 2012	8	33	34	41	45	47
1409	Wednesday, August 08, 2012	18	25	26	28	35	48
1408	Saturday, August 04, 2012	7	8	16	45	47	49
1407	Wednesday, August 01, 2012	15	29	31	37	40	45
1406	Saturday, July 28, 2012	11	16	35	37	38	39
1405	Wednesday, July 25, 2012	2	11	12	35	40	43
1404	Saturday, July 21, 2012	11	30	31	32	36	37
1403	Wednesday, July 18, 2012	14	16	25	30	40	47
1402	Saturday, July 14, 2012	10	12	16	25	46	48
1401	Wednesday, July 11, 2012	15	16	20	21	30	44
1400	Saturday, July 07, 2012	7	11	19	29	38	48
1399	Wednesday, July 04, 2012	10	11	21	23	32	38
1398	Saturday, June 30, 2012	3	11	21	30	42	43
1397	Wednesday, June 27, 2012	2	4	18	26	40	47
1396	Saturday, June 23, 2012	8	15	17	25	35	38
1395	Wednesday, June 20, 2012	1	8	13	29	43	49
1394	Saturday, June 16, 2012	4	6	8	30	31	49
1393	Wednesday, June 13, 2012	7	10	19	20	24	44
1392	Saturday, June 09, 2012	3	4	18	27	41	45
1391	Wednesday, June 06, 2012	8	13	16	23	45	47
1390	Saturday, June 02, 2012	3	12	14	30	45	46
1389	Wednesday, May 30, 2012	18	19	24	28	42	43
1388	Saturday, May 26, 2012	4	8	19	21	23	45
1387	Wednesday, May 23, 2012	1	17	27	31	44	48
1386	Saturday, May 19, 2012	5	16	19	25	34	37
1385	Wednesday, May 16, 2012	3	16	18	19	38	43
1384	Saturday, May 12, 2012	5	21	28	36	41	46
1383	Wednesday, May 09, 2012	8	18	24	28	29	42
1382	Saturday, May 05, 2012	21	28	41	46	47	48
1381	Wednesday, May 02, 2012	14	18	23	39	41	48
1380	Saturday, April 28, 2012	6	14	22	31	36	39
1379	Wednesday, April 25, 2012	8	15	17	22	33	45
1378	Saturday, April 21, 2012	1	6	21	26	27	28
1377	Wednesday, April 18, 2012	17	18	41	44	47	48
1376	Saturday, April 14, 2012	17	20	26	28	31	49
1375	Wednesday, April 11, 2012	6	17	19	31	38	43
1374	Saturday, April 07, 2012	6	21	22	35	43	47
1373	Wednesday, April 04, 2012	14	20	38	40	48	49
1372	Saturday, March 31, 2012	8	23	24	31	39	49
1371	Wednesday, March 28, 2012	2	5	16	25	27	41
1370	Saturday, March 24, 2012	1	2	13	20	30	35
1369	Wednesday, March 21, 2012	19	29	35	38	43	46
1368	Saturday, March 17, 2012	9	11	29	30	35	40
1367	Wednesday, March 14, 2012	7	10	14	15	25	27
1366	Saturday, March 10, 2012	6	15	16	34	40	47
1365	Wednesday, March 07, 2012	3	12	29	40	42	49
1364	Saturday, March 03, 2012	6	14	29	31	39	49
1363	Wednesday, February 29, 2012	20	35	39	43	44	46
1362	Saturday, February 25, 2012	17	29	32	33	39	45
1361	Wednesday, February 22, 2012	1	3	13	21	26	34
1360	Saturday, February 18, 2012	12	25	32	42	47	49
1359	Wednesday, February 15, 2012	12	29	34	37	39	42
1358	Saturday, February 11, 2012	4	14	17	25	34	37
1357	Wednesday, February 08, 2012	3	10	21	24	27	42
1356	Saturday, February 04, 2012	4	18	21	24	27	31
1355	Wednesday, February 01, 2012	2	17	23	25	43	46
1354	Saturday, January 28, 2012	14	32	35	40	42	46
1353	Wednesday, January 25, 2012	2	4	18	22	43	47
1352	Saturday, January 21, 2012	13	17	33	36	39	49
1351	Wednesday, January 18, 2012	3	7	8	25	26	46
1350	Saturday, January 14, 2012	1	11	23	32	45	47
1349	Wednesday, January 11, 2012	13	19	20	31	35	47
1348	Saturday, January 07, 2012	4	14	18	32	36	43
1347	Wednesday, January 04, 2012	9	10	13	14	15	41
1346	Saturday, December 31, 2011	13	18	19	41	45	49
1345	Wednesday, December 28, 2011	4	6	25	36	38	47
1344	Saturday, December 24, 2011	9	16	23	27	33	49
1343	Wednesday, December 21, 2011	6	12	19	28	31	46
1342	Saturday, December 17, 2011	3	8	9	10	17	44
1341	Wednesday, December 14, 2011	3	6	11	17	20	28
1340	Saturday, December 10, 2011	12	13	29	33	45	46
1339	Wednesday, December 07, 2011	7	18	32	42	44	47
1338	Saturday, December 03, 2011	17	20	21	26	31	41
1337	Wednesday, November 30, 2011	1	8	10	21	30	42
1336	Saturday, November 26, 2011	7	15	26	35	44	48
1335	Wednesday, November 23, 2011	24	34	40	43	44	49
1334	Saturday, November 19, 2011	19	22	23	30	46	48
1333	Wednesday, November 16, 2011	13	19	26	29	38	39
1332	Saturday, November 12, 2011	9	10	20	27	29	47
1331	Wednesday, November 09, 2011	5	9	28	30	33	39
1330	Saturday, November 05, 2011	1	4	14	17	26	29
1329	Wednesday, November 02, 2011	9	24	38	41	45	46
1328	Saturday, October 29, 2011	10	24	31	42	43	44
1327	Wednesday, October 26, 2011	14	23	25	37	42	43
1326	Saturday, October 22, 2011	2	5	9	18	24	33
1325	Wednesday, October 19, 2011	11	26	35	37	44	46
1324	Saturday, October 15, 2011	2	11	26	27	30	35
1323	Wednesday, October 12, 2011	2	23	33	40	41	44
1322	Saturday, October 08, 2011	4	9	14	35	36	42
1321	Wednesday, October 05, 2011	8	20	36	38	46	49
1320	Saturday, October 01, 2011	19	25	26	37	38	45
1319	Wednesday, September 28, 2011	26	31	32	40	43	45
1318	Saturday, September 24, 2011	13	16	30	32	33	36
1317	Wednesday, September 21, 2011	14	15	32	33	37	45
1316	Saturday, September 17, 2011	5	10	22	29	40	42
1315	Wednesday, September 14, 2011	9	18	32	37	40	45
1314	Saturday, September 10, 2011	3	33	41	43	48	49
1313	Wednesday, September 07, 2011	3	10	18	32	40	44
1312	Saturday, September 03, 2011	12	18	20	25	37	43
1311	Wednesday, August 31, 2011	8	11	16	31	40	43
1310	Saturday, August 27, 2011	7	11	22	42	43	44
1309	Wednesday, August 24, 2011	2	19	32	40	41	43
1308	Saturday, August 20, 2011	2	15	29	30	37	44
1307	Wednesday, August 17, 2011	5	9	20	27	29	39
1306	Saturday, August 13, 2011	9	12	30	34	39	42
1305	Wednesday, August 10, 2011	10	12	21	24	34	49
1304	Saturday, August 06, 2011	12	21	32	33	37	42
1303	Wednesday, August 03, 2011	6	8	15	20	23	41
1302	Saturday, July 30, 2011	18	23	25	30	38	39
1301	Wednesday, July 27, 2011	2	19	20	24	28	46
1300	Saturday, July 23, 2011	21	22	26	32	34	48
1299	Wednesday, July 20, 2011	13	17	23	27	35	37
1298	Saturday, July 16, 2011	5	19	21	28	44	47
1297	Wednesday, July 13, 2011	2	7	9	21	39	41
1296	Saturday, July 09, 2011	6	16	18	32	35	37
1295	Wednesday, July 06, 2011	4	17	20	24	25	30
1294	Saturday, July 02, 2011	8	14	16	22	45	47
1293	Wednesday, June 29, 2011	4	12	21	30	39	49
1292	Saturday, June 25, 2011	6	10	29	35	40	49
1291	Wednesday, June 22, 2011	4	13	15	25	35	41
1290	Saturday, June 18, 2011	30	35	40	41	42	48
1289	Wednesday, June 15, 2011	9	12	17	18	30	36
1288	Saturday, June 11, 2011	6	8	16	29	35	46
1287	Wednesday, June 08, 2011	15	21	29	35	42	49
1286	Saturday, June 04, 2011	10	20	26	35	43	49
1285	Wednesday, June 01, 2011	9	16	20	26	36	47
1284	Saturday, May 28, 2011	6	10	20	27	36	39
1283	Wednesday, May 25, 2011	4	7	14	17	37	41
1282	Saturday, May 21, 2011	6	11	14	20	22	29
1281	Wednesday, May 18, 2011	4	11	20	28	37	38
1280	Saturday, May 14, 2011	8	11	20	32	38	46
1279	Wednesday, May 11, 2011	1	5	12	33	47	48
1278	Saturday, May 07, 2011	17	23	24	25	30	40
1277	Wednesday, May 04, 2011	8	14	16	20	29	30
1276	Saturday, April 30, 2011	11	25	30	41	44	47
1275	Wednesday, April 27, 2011	3	9	11	28	32	33
1274	Saturday, April 23, 2011	9	11	16	21	22	28
1273	Wednesday, April 20, 2011	7	18	27	28	30	34
1272	Saturday, April 16, 2011	1	22	27	42	44	46
1271	Wednesday, April 13, 2011	8	9	23	24	34	39
1270	Saturday, April 09, 2011	1	4	25	26	36	40
1269	Wednesday, April 06, 2011	3	6	11	14	34	36
1268	Saturday, April 02, 2011	10	11	37	38	44	49
1267	Wednesday, March 30, 2011	1	19	21	23	28	46
1266	Saturday, March 26, 2011	20	22	29	30	40	46
1265	Wednesday, March 23, 2011	5	13	23	25	29	34
1264	Saturday, March 19, 2011	2	16	17	26	30	35
1263	Wednesday, March 16, 2011	5	19	21	30	35	45
1262	Saturday, March 12, 2011	7	13	15	21	29	38
1261	Wednesday, March 09, 2011	1	6	10	24	26	48
1260	Saturday, March 05, 2011	13	31	39	41	47	49
1259	Wednesday, March 02, 2011	1	3	23	32	35	45
1258	Saturday, February 26, 2011	5	10	13	26	42	49
1257	Wednesday, February 23, 2011	5	16	24	27	31	36
1256	Saturday, February 19, 2011	6	10	20	30	33	43
1255	Wednesday, February 16, 2011	1	13	18	30	38	39
1254	Saturday, February 12, 2011	9	16	22	23	27	33
1253	Wednesday, February 09, 2011	8	13	23	26	32	39
1252	Saturday, February 05, 2011	6	11	19	25	29	31
1251	Wednesday, February 02, 2011	1	21	31	43	47	48
1250	Saturday, January 29, 2011	6	16	38	39	45	48
1249	Wednesday, January 26, 2011	1	7	32	38	44	49
1248	Saturday, January 22, 2011	11	19	22	33	36	39
1247	Wednesday, January 19, 2011	7	20	22	26	38	46
1246	Saturday, January 15, 2011	8	15	19	31	32	34
1245	Wednesday, January 12, 2011	16	18	19	22	35	46
1244	Saturday, January 08, 2011	6	19	25	28	31	32
1243	Wednesday, January 05, 2011	1	9	21	39	40	47
1242	Saturday, January 01, 2011	11	22	25	27	28	46
1241	Wednesday, December 29, 2010	4	14	26	35	38	41
1240	Saturday, December 25, 2010	6	10	12	15	16	44
1239	Wednesday, December 22, 2010	5	25	31	35	42	47
1238	Saturday, December 18, 2010	15	16	24	34	43	47
1237	Wednesday, December 15, 2010	5	7	8	11	44	49
1236	Saturday, December 11, 2010	11	14	18	29	31	40
1235	Wednesday, December 08, 2010	2	6	8	37	43	49
1234	Saturday, December 04, 2010	1	4	13	19	21	22
1233	Wednesday, December 01, 2010	2	9	11	26	29	33
1232	Saturday, November 27, 2010	9	26	30	31	39	43
1231	Wednesday, November 24, 2010	3	7	11	34	35	44
1230	Saturday, November 20, 2010	20	24	28	29	34	49
1229	Wednesday, November 17, 2010	7	9	15	18	27	39
1228	Saturday, November 13, 2010	11	13	35	37	38	48
1227	Wednesday, November 10, 2010	5	14	18	29	35	40
1226	Saturday, November 06, 2010	1	11	13	17	23	31
1225	Wednesday, November 03, 2010	10	22	30	36	45	47
1224	Saturday, October 30, 2010	10	12	17	22	38	40
1223	Wednesday, October 27, 2010	14	16	17	25	29	43
1222	Saturday, October 23, 2010	6	22	23	28	38	48
1221	Wednesday, October 20, 2010	4	8	37	41	46	47
1220	Saturday, October 16, 2010	2	17	22	28	41	43
1219	Wednesday, October 13, 2010	14	16	23	35	37	48
1218	Saturday, October 09, 2010	3	8	19	29	32	49
1217	Wednesday, October 06, 2010	2	15	26	27	41	45
1216	Saturday, October 02, 2010	2	23	33	39	43	44
1215	Wednesday, September 29, 2010	4	6	8	12	35	40
1214	Saturday, September 25, 2010	2	3	8	18	40	49
1213	Wednesday, September 22, 2010	4	9	25	27	32	46
1212	Saturday, September 18, 2010	2	7	9	10	20	23
1211	Wednesday, September 15, 2010	3	13	28	29	40	42
1210	Saturday, September 11, 2010	2	6	15	18	28	29
1209	Wednesday, September 08, 2010	4	6	13	21	24	26
1208	Saturday, September 04, 2010	3	9	15	19	32	46
1207	Wednesday, September 01, 2010	2	6	16	26	34	36
1206	Saturday, August 28, 2010	8	10	21	26	28	49
1205	Wednesday, August 25, 2010	9	15	26	27	32	43
1204	Saturday, August 21, 2010	7	28	30	31	32	45
1203	Wednesday, August 18, 2010	2	15	20	34	41	46
1202	Saturday, August 14, 2010	1	8	13	41	46	48
1201	Wednesday, August 11, 2010	3	11	21	28	29	35
1200	Saturday, August 07, 2010	3	8	16	22	24	32
1199	Wednesday, August 04, 2010	2	11	28	35	42	48
1198	Saturday, July 31, 2010	6	9	16	21	32	34
1197	Wednesday, July 28, 2010	9	17	22	28	42	46
1196	Saturday, July 24, 2010	14	24	29	30	34	39
1195	Wednesday, July 21, 2010	1	16	21	25	33	34
1194	Saturday, July 17, 2010	13	15	21	37	41	49
1193	Wednesday, July 14, 2010	12	27	29	39	43	49
1192	Saturday, July 10, 2010	3	4	6	17	20	22
1191	Wednesday, July 07, 2010	11	18	20	29	33	42
1190	Saturday, July 03, 2010	16	20	28	31	40	49
1189	Wednesday, June 30, 2010	4	14	25	35	38	41
1188	Saturday, June 26, 2010	13	16	30	34	41	45
1187	Wednesday, June 23, 2010	20	22	26	27	34	40
1186	Saturday, June 19, 2010	3	11	17	30	33	35
1185	Wednesday, June 16, 2010	10	12	16	24	35	40
1184	Saturday, June 12, 2010	1	2	10	15	26	29
1183	Wednesday, June 09, 2010	6	19	23	24	28	40
1182	Saturday, June 05, 2010	2	10	19	25	40	44
1181	Wednesday, June 02, 2010	4	5	17	30	38	48
1180	Saturday, May 29, 2010	13	19	25	35	37	43
1179	Wednesday, May 26, 2010	1	5	17	31	36	45
1178	Saturday, May 22, 2010	1	6	11	15	25	46
1177	Wednesday, May 19, 2010	2	10	11	15	16	33
1176	Saturday, May 15, 2010	7	9	18	39	41	48
1175	Wednesday, May 12, 2010	9	22	27	29	37	41
1174	Saturday, May 08, 2010	14	18	27	33	38	39
1173	Wednesday, May 05, 2010	4	5	7	13	31	33
1172	Saturday, May 01, 2010	13	15	28	32	47	48
1171	Wednesday, April 28, 2010	1	8	16	23	33	38
1170	Saturday, April 24, 2010	13	17	32	37	38	41
1169	Wednesday, April 21, 2010	1	7	8	11	28	39
1168	Saturday, April 17, 2010	25	34	43	44	45	48
1167	Wednesday, April 14, 2010	3	23	28	38	39	49
1166	Saturday, April 10, 2010	6	16	30	33	37	47
1165	Wednesday, April 07, 2010	6	18	38	39	42	48
1164	Saturday, April 03, 2010	3	19	24	27	35	48
1163	Wednesday, March 31, 2010	3	10	17	27	33	46
1162	Saturday, March 27, 2010	1	23	24	38	41	48
1161	Wednesday, March 24, 2010	7	12	22	24	34	45
1160	Saturday, March 20, 2010	7	12	22	27	34	38
1159	Wednesday, March 17, 2010	7	26	30	31	33	49
1158	Saturday, March 13, 2010	3	22	23	28	41	48
1157	Wednesday, March 10, 2010	6	18	24	30	41	49
1156	Saturday, March 06, 2010	4	5	18	19	23	35
1155	Wednesday, March 03, 2010	1	15	17	24	36	42
1154	Saturday, February 27, 2010	12	13	14	15	21	48
1153	Wednesday, February 24, 2010	17	18	21	26	27	29
1152	Saturday, February 20, 2010	4	21	22	24	37	42
1151	Wednesday, February 17, 2010	5	7	10	25	41	48
1150	Saturday, February 13, 2010	1	2	8	16	31	42
1149	Wednesday, February 10, 2010	3	13	20	34	36	39
1148	Saturday, February 06, 2010	19	24	28	33	37	49
1147	Wednesday, February 03, 2010	20	22	28	31	34	48
1146	Saturday, January 30, 2010	16	21	22	29	38	46
1145	Wednesday, January 27, 2010	7	11	15	22	39	49
1144	Saturday, January 23, 2010	6	18	26	35	40	42
1143	Wednesday, January 20, 2010	1	22	23	26	31	36
1142	Saturday, January 16, 2010	4	10	11	20	26	41
1141	Wednesday, January 13, 2010	18	32	33	35	42	46
1140	Saturday, January 09, 2010	1	8	22	24	45	46
1139	Wednesday, January 06, 2010	1	4	5	15	29	45
1138	Saturday, January 02, 2010	7	11	12	33	40	41
1137	Wednesday, December 30, 2009	7	8	20	22	30	49
1136	Saturday, December 26, 2009	5	12	19	23	41	49
1135	Wednesday, December 23, 2009	4	16	19	23	38	47
1134	Saturday, December 19, 2009	6	27	29	32	39	45
1133	Wednesday, December 16, 2009	24	26	38	40	44	48
1132	Saturday, December 12, 2009	10	12	20	25	28	42
1131	Wednesday, December 09, 2009	9	21	26	29	39	40
1130	Saturday, December 05, 2009	23	25	35	36	37	42
1129	Wednesday, December 02, 2009	8	14	16	26	36	45
1128	Saturday, November 28, 2009	9	10	24	25	29	37
1127	Wednesday, November 25, 2009	3	15	17	40	42	49
1126	Saturday, November 21, 2009	2	9	11	19	23	28
1125	Wednesday, November 18, 2009	6	10	18	23	30	45
1124	Saturday, November 14, 2009	6	20	25	27	29	44
1123	Wednesday, November 11, 2009	5	11	18	23	26	28
1122	Saturday, November 07, 2009	21	29	41	44	47	49
1121	Wednesday, November 04, 2009	11	18	19	20	22	30
1120	Saturday, October 31, 2009	2	7	14	22	32	45
1119	Wednesday, October 28, 2009	8	10	31	39	42	44
1118	Saturday, October 24, 2009	3	5	9	13	23	43
1117	Wednesday, October 21, 2009	7	19	28	33	37	43
1116	Saturday, October 17, 2009	8	20	21	31	32	44
1115	Wednesday, October 14, 2009	15	18	23	24	29	42
1114	Saturday, October 10, 2009	5	7	23	26	33	48
1113	Wednesday, October 07, 2009	13	22	30	32	40	41
1112	Saturday, October 03, 2009	3	13	15	34	36	45
1111	Wednesday, September 30, 2009	5	19	34	38	41	45
1110	Saturday, September 26, 2009	2	11	16	17	35	40
1109	Wednesday, September 23, 2009	3	28	30	33	40	44
1108	Saturday, September 19, 2009	3	10	14	20	27	46
1107	Wednesday, September 16, 2009	3	12	17	34	38	49
1106	Saturday, September 12, 2009	3	12	24	41	43	44
1105	Wednesday, September 09, 2009	2	5	10	39	41	48
1104	Saturday, September 05, 2009	20	22	23	43	48	49
1103	Wednesday, September 02, 2009	7	20	24	30	36	49
1102	Saturday, August 29, 2009	7	9	11	25	33	48
1101	Wednesday, August 26, 2009	9	20	21	27	47	48
1100	Saturday, August 22, 2009	9	13	16	30	34	44
1099	Wednesday, August 19, 2009	1	6	15	28	41	46
1098	Saturday, August 15, 2009	3	27	32	38	41	43
1097	Wednesday, August 12, 2009	5	31	35	38	41	43
1096	Saturday, August 08, 2009	5	6	17	21	23	32
1095	Wednesday, August 05, 2009	5	16	33	36	37	41
1094	Saturday, August 01, 2009	5	12	21	25	26	29
1093	Wednesday, July 29, 2009	2	10	13	17	35	40
1092	Saturday, July 25, 2009	12	15	22	31	38	46
1091	Wednesday, July 22, 2009	2	4	14	33	41	49
1090	Saturday, July 18, 2009	8	9	11	16	26	39
1089	Wednesday, July 15, 2009	1	6	9	23	35	39
1088	Saturday, July 11, 2009	5	11	12	29	34	38
1087	Wednesday, July 08, 2009	14	19	20	33	36	46
1086	Saturday, July 04, 2009	23	25	31	37	38	39
1085	Wednesday, July 01, 2009	2	6	7	11	13	40
1084	Saturday, June 27, 2009	8	13	18	19	20	31
1083	Wednesday, June 24, 2009	9	11	16	19	31	34
1082	Saturday, June 20, 2009	5	17	21	23	24	29
1081	Wednesday, June 17, 2009	9	14	25	41	48	49
1080	Saturday, June 13, 2009	13	14	17	27	33	43
